stage,episode,global_step,episode_return,manager_return,mean_step_reward,min_step_reward,max_step_reward,eval_return,best_eval_return,eval_solver_failures,eval_power_success_rate,eval_gas_success_rate,eval_mean_voltage_rms_deviation_pu,eval_mean_gas_pressure_rms_deviation_bar,fast_buffer_size,slow_buffer_size,manager_buffer_size,solver_failures,gas_solve_count,mean_action_projection,max_action_projection,mean_slow_action_projection,max_slow_action_projection,mean_fast_action_projection,max_fast_action_projection,mean_ess_action_guard,max_ess_action_guard,mean_goal_change,max_goal_change,mean_voltage_rms_deviation_pu,mean_gas_pressure_rms_deviation_bar,voltage_deviation_cost,gas_pressure_deviation_cost,voltage_violation_cost,gas_pressure_violation_cost,pipe_velocity_violation_cost,source_capacity_violation_cost,gas_purchase_cost,interaction_reward_estimated_clips,manager_reward_clips,fast_total_insertions,slow_total_insertions,manager_total_insertions,fast_update_count,slow_update_count,manager_update_count,fast_actor_update_count,slow_actor_update_count,manager_actor_update_count,fast_critic_update_count,slow_critic_update_count,manager_critic_update_count,nonfinite_batch_count,fast_normalizer_count,slow_normalizer_count,manager_normalizer_count,mean_target_q_clipping_ratio,mean_reward_clipping_ratio,mean_actor_action_saturation_ratio,fast_actor_action_abs_mean,slow_actor_action_abs_mean,fast_actor_action_saturation_ratio,slow_actor_action_saturation_ratio,fast_actor_reference_deviation_rms,slow_actor_reference_deviation_rms,fast_curtailment_action_mean,slow_raw_to_guard_projection_rms,slow_guard_to_executed_projection_rms,slow_global_safety_group_share,slow_role_specific_group_share,joint_evaluations_without_improvement,early_stop_requested
joint_finetune,0,40,-1302.8565988977243,-210.19912403586426,-32.57141497244311,-161.88077671178738,-18.842215312264997,-1129.8725077886888,-1129.8725077886888,0.0,1.0,1.0,0.013980210222683387,0.48431011145427066,40,2,1,0,6,0.006535511892862958,0.06430228914622893,2.1073423894790722e-09,8.429369557916289e-08,0.0065355092287063595,0.06430226564407349,0.4157620668411255,0.831524133682251,0.0,0.0,0.015768653635979783,0.4927342093282183,290.68275950762853,242.80205307869505,186.45215409815165,0.0,0.0,0.0,0.0,0,0,40,2,1,33,4,4,6,1,0,33,4,4,0,21640.0001,842.0001,617.0001,0.0,0.0,0.125,0.5183425645033518,0.9984322786331177,0.0,1.0,0.9528334736824036,0.8729512691497803,0.0494409614863495,0.1314755069237624,9.483040859125648e-08,0.29230985417962074,0.707690142095089,0,0.0
