stage,episode,global_step,episode_return,manager_return,mean_step_reward,min_step_reward,max_step_reward,eval_return,best_eval_return,eval_solver_failures,eval_power_success_rate,eval_gas_success_rate,eval_mean_voltage_rms_deviation_pu,eval_mean_gas_pressure_rms_deviation_bar,eval_terminal_soc_violation_rate,eval_max_terminal_soc_deviation,fast_buffer_size,slow_buffer_size,manager_buffer_size,solver_failures,gas_solve_count,mean_action_projection,max_action_projection,mean_slow_action_projection,max_slow_action_projection,mean_fast_action_projection,max_fast_action_projection,mean_ess_action_guard,max_ess_action_guard,mean_goal_change,max_goal_change,mean_voltage_rms_deviation_pu,mean_gas_pressure_rms_deviation_bar,voltage_deviation_cost,gas_pressure_deviation_cost,voltage_violation_cost,gas_pressure_violation_cost,pipe_velocity_violation_cost,source_capacity_violation_cost,gas_purchase_cost,terminal_soc_cost,terminal_soc_dense_cost,terminal_soc_max_deviation,terminal_soc_rms_deviation,interaction_reward_estimated_clips,manager_reward_clips,fast_total_insertions,slow_total_insertions,manager_total_insertions,fast_update_count,slow_update_count,manager_update_count,fast_actor_update_count,slow_actor_update_count,manager_actor_update_count,fast_critic_update_count,slow_critic_update_count,manager_critic_update_count,nonfinite_batch_count,fast_normalizer_count,slow_normalizer_count,manager_normalizer_count,mean_target_q_clipping_ratio,mean_reward_clipping_ratio,mean_actor_action_saturation_ratio,fast_actor_action_abs_mean,slow_actor_action_abs_mean,fast_actor_action_saturation_ratio,slow_actor_action_saturation_ratio,fast_actor_reference_deviation_rms,slow_actor_reference_deviation_rms,fast_curtailment_action_mean,slow_raw_to_guard_projection_rms,slow_guard_to_executed_projection_rms,slow_global_safety_group_share,slow_role_specific_group_share,joint_evaluations_without_improvement,early_stop_requested
joint_finetune,0,480,-398793.0424626901,-7124.598528026952,-830.8188384639391,-21292.810991925093,-13.814099512788308,,-7337.611557514951,,,,,,,,480,24,12,0,77,0.042128815323167354,0.7148104883601661,0.0,0.0,0.04212881507895266,0.7148104906082153,0.0,0.0,0.24748920446092432,0.35144567489624023,0.03280228306689587,0.5693164794679029,18313.025757589632,3889.61804329355,367516.2743999734,0.0,0.0,0.0,0.0,0.22240537332002996,0.0,0.03177801473888797,0.019252938014756343,0,0,480,24,12,0,0,0,0,0,0,0,0,0,0,38880.000100000005,3144.0001,308.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,1,960,-491964.459368613,-7708.871516178212,-1024.9259570179431,-18432.63311489752,-14.051056014355392,,-7337.611557514951,,,,,,,,960,48,24,0,75,0.05610387343910051,0.6176600560196981,0.0,0.0,0.0561038729979676,0.6176600456237793,0.0,0.0,0.25209732353687286,0.3673165440559387,0.03461580255742301,0.5689680604789987,20684.345263455314,3884.928491366649,458137.1453872866,0.0,0.0,0.0,0.0,0.7048198149719861,0.0,0.037879073211097736,0.03427389227414909,0,0,960,48,24,0,0,0,0,0,0,0,0,0,0,39360.000100000005,3168.0001,308.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,2,1440,-373109.43378892227,-6839.603885989702,-777.3113203935878,-20704.454307060278,-17.097249749438983,,-7337.611557514951,,,,,,,,1440,72,36,0,76,0.047215128699648425,0.5580894739152815,0.0,0.0,0.04721512810404723,0.5580894947052002,0.0,0.0,0.2265657200054689,0.34867194294929504,0.03197611125707588,0.5692052560944469,17638.975551459396,3888.1212181773726,342343.59668778436,0.0,0.0,0.0,0.0,0.4235119739785369,0.0,0.04052461343043268,0.026567899615216634,0,0,1440,72,36,0,0,0,0,0,0,0,0,0,0,39840.000100000005,3192.0001,308.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,3,1920,-138011.2821868719,-4209.13753613463,-287.5235045559829,-12331.712709856667,-11.664496327647996,,-7337.611557514951,,,,,,,,1920,96,48,0,80,0.028593430732769248,0.4385235619371823,0.0,0.0,0.028593430280064544,0.4385235905647278,0.0,0.0,0.2558576356280934,0.379690945148468,0.024787275521492014,0.5699787158614019,10329.19884640074,3898.7215028383957,116565.19136748163,0.0,0.0,0.0,0.0,0.8330052885631782,0.0029149012253939896,0.052258592788131386,0.03726046359890463,0,0,1920,96,48,0,0,0,0,0,0,0,0,0,0,40320.000100000005,3216.0001,308.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,4,2400,-7576.345494250898,-2301.577786502168,-15.784053113022715,-181.15135375356775,-9.009109688737205,,-7337.611557514951,,,,,,,,2400,120,60,0,83,0.02889820852573504,0.3236159433467603,1.5522042910257974e-10,7.450580596923828e-08,0.028898207882108787,0.3236159384250641,0.07298582668105762,0.5889654159545898,0.16941114955327727,0.26738473773002625,0.011280947360913679,0.5456677338994076,1983.7618306339357,3579.042373362486,846.2479475726293,0.0,0.0,0.0,0.0,96.92567853631124,486.22613396076355,0.4399986620721108,0.4019238703542236,0,0,2400,120,60,0,0,0,0,0,0,0,0,0,0,40800.000100000005,3240.0001,316.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,5,2880,-7828.505703880079,-2683.356891335821,-16.309386883083494,-89.17254536921008,-7.539669489368397,,-7337.611557514951,,,,,,,,2880,144,72,0,75,0.06482399466023256,0.5302745635808204,1.7850350559702676e-10,5.960464477539063e-08,0.06482399397064001,0.5302745699882507,0.1305424323557721,0.5033551454544067,0.004298891521598721,0.01758124679327011,0.01586337557714819,0.4825720456791726,3983.0659231656823,2795.3618809027876,319.613454128069,0.0,0.0,0.0,0.0,34.710717562094224,285.3884118478701,0.4,0.24052275554887464,0,0,2880,144,72,0,0,0,0,0,0,0,0,0,0,41280.000100000005,3264.0001,328.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,6,3360,-5804.747733290138,-2555.005435844481,-12.093224444354451,-43.723577799505726,-6.725049562603777,,-7337.611557514951,,,,,,,,3360,168,84,0,80,0.041099749134054404,0.4183929218943089,1.241763432820638e-10,5.960464477539063e-08,0.04109974817062418,0.4183928966522217,0.13031956281823417,0.4639928340911865,0.0024283191927348857,0.020583905279636383,0.012502710641574767,0.4779175152251217,2439.805570887801,2740.8863900973447,8.668457935740145,0.0,0.0,0.0,0.0,32.571872775525875,268.3923075132034,0.4,0.23299453775974333,0,0,3360,168,84,0,0,0,0,0,0,0,0,0,0,41760.000100000005,3288.0001,340.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,7,3840,-5369.8724540796675,-2597.4316944909174,-11.187234279332644,-42.401810796311985,-6.730776418520001,,-7337.611557514951,,,,,,,,3840,192,96,0,81,0.02754081885640362,0.3596045240114815,1.241763432820638e-10,5.960464477539063e-08,0.02754081819051256,0.35960450768470764,0.12553254825373492,0.4328609108924866,0.002504592789178291,0.02179889939725399,0.011267608543306487,0.47818694727791144,1964.2505282160523,2743.979798253139,39.313356013028105,0.0,0.0,0.0,0.0,32.032294188075255,275.6713485587609,0.4,0.23105660990355897,0,0,3840,192,96,0,0,0,0,0,0,0,0,0,0,42240.000100000005,3312.0001,352.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,8,4320,-5164.383115214988,-2649.9663598297243,-10.75913149003123,-56.6853135162757,-6.962733747038546,,-7337.611557514951,,,,,,,,4320,216,108,0,85,0.023001289121807253,0.293389699178348,1.241763432820638e-10,5.960464477539063e-08,0.023001288176358988,0.2933896780014038,0.13951180766647062,0.4116654396057129,0.002552760269529906,0.022104572504758835,0.010795504707126398,0.47807772977590557,1748.716802241313,2742.724334781568,31.594293481173004,0.0,0.0,0.0,0.0,43.358776739133575,274.08311993164426,0.4,0.2688208100176695,0,0,4320,216,108,0,0,0,0,0,0,0,0,0,0,42720.000100000005,3336.0001,364.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
joint_finetune,9,4800,-4809.628002651424,-2552.7182933132203,-10.020058338857133,-45.15916747690841,-6.553835025756888,-4647.96100800326,-4647.96100800326,0.0,1.0,1.0,0.00946983751689454,0.4773341410118198,1.0,0.4,4800,240,120,0,80,0.024019607170684024,0.2750808954761339,1.8626451492309571e-10,5.960464477539063e-08,0.02401960731173555,0.2750808894634247,0.1301585778904458,0.4204595983028412,0.0024319125633072954,0.02055496536195278,0.009795454805830956,0.47793031892608284,1459.206506095844,2741.0225460942597,0.0,0.0,0.0,0.0,0.0,34.80673511377193,257.04812805677244,0.4,0.24085519547981496,0,0,4800,240,120,0,0,0,0,0,0,0,0,0,0,43200.000100000005,3360.0001,376.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
