stage,episode,global_step,episode_return,manager_return,mean_step_reward,min_step_reward,max_step_reward,eval_return,best_eval_return,eval_solver_failures,eval_power_success_rate,eval_gas_success_rate,eval_mean_voltage_rms_deviation_pu,eval_mean_gas_pressure_rms_deviation_bar,fast_buffer_size,slow_buffer_size,manager_buffer_size,solver_failures,gas_solve_count,mean_action_projection,max_action_projection,mean_slow_action_projection,max_slow_action_projection,mean_fast_action_projection,max_fast_action_projection,mean_ess_action_guard,max_ess_action_guard,mean_goal_change,max_goal_change,mean_voltage_rms_deviation_pu,mean_gas_pressure_rms_deviation_bar,voltage_deviation_cost,gas_pressure_deviation_cost,voltage_violation_cost,gas_pressure_violation_cost,pipe_velocity_violation_cost,source_capacity_violation_cost,gas_purchase_cost,worker_reward_clips,manager_reward_clips
joint_finetune,0,2,-834.1712130300435,-834.1712130300435,-417.08560651502177,-616.3801663840565,-217.7910466459871,-1665.3621613265668,-1665.3621613265668,0.0,1.0,1.0,0.04327078884899199,0.3022535903214244,2,1,1,0,2,1.4219146378288803e-15,1.4220500840710913e-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026153434491198994,0.32324876618218085,536.9759313849792,5.224488241915111,0.01941991998655862,0.0,0.0,284.75965519505513,0.0,0,0
