step,hour,reward,terminated,truncated,solver_failed,power_converged,gas_converged,gas_solved_this_step,gas_solve_count,gas_state_age,slow_action_applied,action_projection_magnitude,vm_min_pu,vm_max_pu,max_line_loading_percent,gas_pressure_min_bar,gas_pressure_max_bar,gas_pressure_mean_bar,max_pipe_velocity_m_per_s,soc_min,soc_max,gfg_total_p_mw,p2g_total_p_mw,compressor_total_p_mw,gfg_total_mdot_kg_s,p2g_total_mdot_kg_s,renewable_available_mw,renewable_used_mw,renewable_curtailment_mw,source_capacity_violation_max_kg_s,ess_soc_0,ess_soc_1,ess_soc_2,exception
17.0,0.8500000000000001,-13.825649425264059,0.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0,0.0,6.661338147750939e-16,0.9782575082169253,1.006260942384545,14.624301388037086,3.9081921712675953,4.938902968956021,4.533686826494301,0.9903969719769341,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014074728264960147,0.058771926321481406,0.010999999344348907,1.779493282686901,1.7616983403140862,0.01779494237281486,0.0,0.5,0.5,0.5,
18.0,0.9,-13.912293702101362,0.0,0.0,0.0,1.0,1.0,0.0,3.0,9.0,0.0,6.661338147750939e-16,0.9782325852208177,1.0061799565760319,14.619212743163859,3.9081921712675953,4.938902968956021,4.533686826494301,0.9903969719769341,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014074728264960147,0.058771926321481406,0.010999999344348907,1.7580275500627809,1.7404472651313583,0.017580284931422496,0.0,0.5,0.5,0.5,
19.0,0.9500000000000001,-14.187639355964006,0.0,0.0,0.0,1.0,1.0,0.0,3.0,10.0,0.0,6.661338147750939e-16,0.9779631370614363,1.0061645843063067,14.77554933287596,3.9081921712675953,4.938902968956021,4.533686826494301,0.9903969719769341,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014074728264960147,0.058771926321481406,0.010999999344348907,1.7481932681174557,1.7307113260582416,0.017481942059214044,0.0,0.5,0.5,0.5,
20.0,1.0,-13.493965656766887,0.0,0.0,0.0,1.0,1.0,0.0,3.0,11.0,0.0,6.661338147750939e-16,0.9790884323937856,1.006674020824151,14.36670950830933,3.9081921712675953,4.938902968956021,4.533686826494301,0.9903969719769341,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014074728264960147,0.058771926321481406,0.010999999344348907,1.8193488215861533,1.8011553236105442,0.018193497975609152,0.0,0.5,0.5,0.5,
21.0,1.05,-13.915751973322367,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,1.0,6.661338147750939e-16,0.978708887534488,1.006657886351119,14.595981339660502,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.7977453332779776,1.7797678703013404,0.017977462976637257,0.0,0.5,0.5,0.5,
22.0,1.1,-14.336660131184559,0.0,0.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,6.661338147750939e-16,0.9784026000207675,1.007055976645066,14.808470242239402,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.8103631540521994,1.7922595128001328,0.01810364125206674,0.0,0.5,0.5,0.5,
23.0,1.1500000000000001,-14.567705611836658,0.0,0.0,0.0,1.0,1.0,0.0,4.0,2.0,0.0,6.661338147750939e-16,0.9781374734909031,1.007089255222836,14.994927919840787,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.818072903999157,1.7998921652062623,0.018180738792894637,0.0,0.5,0.5,0.5,
24.0,1.2000000000000002,-14.57849032715853,0.0,0.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,6.661338147750939e-16,0.977716449412666,1.0073902193921085,14.965730158872558,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.823164720428795,1.8049330634442893,0.018231656984505646,0.0,0.5,0.5,0.5,
25.0,1.25,-15.67273312056883,0.0,0.0,0.0,1.0,1.0,0.0,4.0,4.0,0.0,6.661338147750939e-16,0.9764037062455786,1.0070763026230067,15.580445908624077,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.7720035094546263,1.7542834648543124,0.017720044600313838,0.0,0.5,0.5,0.5,
26.0,1.3,-16.309936989345143,0.0,0.0,0.0,1.0,1.0,0.0,4.0,5.0,0.0,6.661338147750939e-16,0.9759572196040289,1.0075572351473652,15.799824173929897,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.7757299222347722,1.7579726134866667,0.01775730874810533,0.0,0.5,0.5,0.5,
27.0,1.35,-15.83042244976021,0.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,0.0,6.661338147750939e-16,0.9766629485243292,1.006917564962564,15.606136514711094,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.754581999403852,1.7370361699975023,0.017545829406349835,0.0,0.5,0.5,0.5,
28.0,1.4000000000000001,-15.391212217533344,0.0,0.0,0.0,1.0,1.0,0.0,4.0,7.0,0.0,6.661338147750939e-16,0.9774538486373106,1.006812157206879,15.320021756308982,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.752516640733309,1.734991464924744,0.017525175808564955,0.0,0.5,0.5,0.5,
29.0,1.4500000000000002,-16.071656669303493,0.0,0.0,0.0,1.0,1.0,0.0,4.0,8.0,0.0,6.661338147750939e-16,0.9764127718275876,1.0070626813428127,15.61262434909626,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.7348232763626275,1.7174750342926839,0.017348242069943537,0.0,0.5,0.5,0.5,
30.0,1.5,-15.918622482315897,0.0,0.0,0.0,1.0,1.0,0.0,4.0,9.0,0.0,6.661338147750939e-16,0.9765289889677835,1.0070381631797058,15.625850510222246,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.7553154803818503,1.7377623161617857,0.01755316422006451,0.0,0.5,0.5,0.5,
31.0,1.55,-14.73018493386563,0.0,0.0,0.0,1.0,1.0,0.0,4.0,10.0,0.0,6.661338147750939e-16,0.9778885178289679,1.006343975696345,15.138758465558288,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.7678778684171654,1.7501990802493577,0.017678788167807564,0.0,0.5,0.5,0.5,
32.0,1.6,-13.3915540174154,0.0,0.0,0.0,1.0,1.0,0.0,4.0,11.0,0.0,6.661338147750939e-16,0.979603814109014,1.006785145308211,14.341465436028924,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.8457039465918492,1.8272468972248033,0.01845704936704602,0.0,0.5,0.5,0.5,
33.0,1.6500000000000001,-13.369814364707036,0.0,0.0,0.0,1.0,1.0,0.0,4.0,12.0,0.0,6.661338147750939e-16,0.9794597250049293,1.0063039517389374,14.30918168615552,3.908208660192802,4.938927920320337,4.533711276528291,0.9874435013560005,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014004659867976731,0.058771926321481406,0.010999999344348907,1.8041501702038854,1.7861086588236306,0.018041511380254553,0.0,0.5,0.5,0.5,
34.0,1.7000000000000002,-13.78224516806648,0.0,0.0,0.0,1.0,1.0,1.0,5.0,0.0,0.0,6.661338147750939e-16,0.9786656120413636,1.0065893564549315,14.607866379856905,3.908167624641176,4.938865862572557,4.533650520268505,0.994751799972766,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014178040900024147,0.058771926321481406,0.010999999344348907,1.8147222764662119,1.7965750439666208,0.01814723249959102,0.0,0.5,0.5,0.5,
35.0,1.75,-13.857254209950478,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,6.661338147750939e-16,0.9783908754329022,1.0063856058845408,14.778614753465064,3.908167624641176,4.938865862572557,4.533650520268505,0.994751799972766,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014178040900024147,0.058771926321481406,0.010999999344348907,1.8241127232351557,1.8058715862175008,0.018241137017654736,0.0,0.5,0.5,0.5,
36.0,1.8,-13.127732570125632,0.0,0.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,6.661338147750939e-16,0.980221892399472,1.0067460575082812,14.421334351905998,3.908167624641176,4.938865862572557,4.533650520268505,0.994751799972766,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014178040900024147,0.058771926321481406,0.010999999344348907,1.915244974137409,1.89609251412186,0.019152460015548763,0.0,0.5,0.5,0.5,
37.0,1.85,-12.589521781412914,0.0,0.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,6.661338147750939e-16,0.9815253624958884,1.0065988620863737,14.001823474803334,3.908167624641176,4.938865862572557,4.533650520268505,0.994751799972766,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014178040900024147,0.058771926321481406,0.010999999344348907,1.923674987704288,1.904438227507848,0.019236760196439665,0.0,0.5,0.5,0.5,
38.0,1.9000000000000001,-12.270595599471998,0.0,0.0,0.0,1.0,1.0,1.0,6.0,0.0,0.0,6.661338147750939e-16,0.9815890812519837,1.0062734727592229,13.876674316769735,3.908112075188893,4.938782050975126,4.533568746972579,1.0044296707224845,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014407628548857576,0.058771926321481406,0.010999999344348907,1.9421422573711946,1.9227208243790197,0.019421432992174886,0.0,0.5,0.5,0.5,
39.0,1.9500000000000002,-11.949939610826496,0.0,0.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,6.661338147750939e-16,0.9824622927020464,1.0058405376649941,13.78196666388444,3.908112075188893,4.938782050975126,4.533568746972579,1.0044296707224845,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014407628548857576,0.058771926321481406,0.010999999344348907,1.9671068579477833,1.947435778815922,0.01967107913186133,0.0,0.5,0.5,0.5,
40.0,2.0,-12.278112400443527,0.0,0.0,0.0,1.0,1.0,0.0,6.0,2.0,0.0,6.661338147750939e-16,0.9813508277225965,1.006213663205691,14.05790170092798,3.908112075188893,4.938782050975126,4.533568746972579,1.0044296707224845,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014407628548857576,0.058771926321481406,0.010999999344348907,1.9830147001225031,1.9631845424835586,0.019830157638944843,0.0,0.5,0.5,0.5,
41.0,2.0500000000000003,-12.318670976350743,0.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,1.0,6.661338147750939e-16,0.9813457193543441,1.0066927121766838,14.104954513036189,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,2.021877798928324,2.001659010092843,0.020218788835480957,0.0,0.5,0.5,0.5,
42.0,2.1,-11.618507571318494,0.0,0.0,0.0,1.0,1.0,0.0,7.0,1.0,0.0,6.661338147750939e-16,0.9833047581481164,1.0086789011774835,13.644211253835334,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,2.0593544329587905,2.038760877581965,0.020593555376825955,0.0,0.5,0.5,0.5,
43.0,2.15,-11.487627131193584,0.0,0.0,0.0,1.0,1.0,0.0,7.0,2.0,0.0,6.661338147750939e-16,0.9836606700460393,1.0098081327192834,13.575083635027655,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,2.048748332953126,2.0282608386332526,0.020487494319873758,0.0,0.5,0.5,0.5,
44.0,2.2,-12.098146499769138,0.0,0.0,0.0,1.0,1.0,0.0,7.0,3.0,0.0,6.661338147750939e-16,0.9817691677303333,1.0067491281349834,14.048246326770697,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,2.0328861255552466,2.0125572533944434,0.02032887216080345,0.0,0.5,0.5,0.5,
45.0,2.25,-12.583032359357444,0.0,0.0,0.0,1.0,1.0,0.0,7.0,4.0,0.0,6.661338147750939e-16,0.9808516595570729,1.0058788392150744,14.338624868113783,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,1.9451998856134285,1.9257478763224287,0.019452009290999623,0.0,0.5,0.5,0.5,
46.0,2.3000000000000003,-12.05267699012348,0.0,0.0,0.0,1.0,1.0,0.0,7.0,5.0,0.0,6.661338147750939e-16,0.9821652206284753,1.0059768195183085,14.102395438970685,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,2.024859097565475,2.00461049572763,0.020248601837845402,0.0,0.5,0.5,0.5,
47.0,2.35,-11.704284238907064,0.0,0.0,0.0,1.0,1.0,0.0,7.0,6.0,0.0,6.661338147750939e-16,0.982984862639837,1.007708342255127,13.761948026968811,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,1.981368031723565,1.961554340777443,0.019813690946122044,0.0,0.5,0.5,0.5,
48.0,2.4000000000000004,-11.736523875949436,0.0,0.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,6.661338147750939e-16,0.9828979787541355,1.006782771107906,13.709167390611062,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,1.9453082820414829,1.9258551887856212,0.01945309325586165,0.0,0.5,0.5,0.5,
49.0,2.45,-12.286028501041926,0.0,0.0,0.0,1.0,1.0,0.0,7.0,8.0,0.0,6.661338147750939e-16,0.9811806884185815,1.005059603032762,13.982335650486233,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,1.867381721153835,1.8487078939248802,0.018673827228954522,0.0,0.5,0.5,0.5,
50.0,2.5,-12.100514422030113,0.0,0.0,0.0,1.0,1.0,0.0,7.0,9.0,0.0,6.661338147750939e-16,0.9815009336783501,1.0062084919015886,13.77046414850198,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,1.8708262029802554,1.852117930914559,0.01870827206569637,0.0,0.5,0.5,0.5,
51.0,2.5500000000000003,-12.090366937523608,0.0,0.0,0.0,1.0,1.0,0.0,7.0,10.0,0.0,6.661338147750939e-16,0.9817540872480557,1.005432664906145,13.75166094005221,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,1.8731518949200412,1.8544203659224707,0.018731528997570208,0.0,0.5,0.5,0.5,
52.0,2.6,-12.368597105983884,0.0,0.0,0.0,1.0,1.0,0.0,7.0,11.0,0.0,6.661338147750939e-16,0.9811714107904757,1.005867691719348,14.022878589142945,3.908099627820838,4.938763300047866,4.533550494302004,1.0065659282473054,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014458305521488773,0.058771926321481406,0.010999999344348907,1.9219864066309738,1.9027665322543257,0.019219874376648273,0.0,0.5,0.5,0.5,
53.0,2.6500000000000004,-11.70879585522983,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,6.661338147750939e-16,0.9830893000328708,1.0063113005464468,13.533304764934146,3.908050632347392,4.938689591621969,4.533478887464779,1.0148653938375654,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014655183347143145,0.058771926321481406,0.010999999344348907,1.9722860273428435,1.9525631564892487,0.01972287085359516,0.0,0.5,0.5,0.5,
54.0,2.7,-12.14413510540446,0.0,0.0,0.0,1.0,1.0,0.0,8.0,1.0,0.0,6.661338147750939e-16,0.982080144126225,1.005378962300665,14.019910043292994,3.908050632347392,4.938689591621969,4.533478887464779,1.0148653938375654,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014655183347143145,0.058771926321481406,0.010999999344348907,1.9304766990176339,1.9111719216715737,0.01930477734606035,0.0,0.5,0.5,0.5,
55.0,2.75,-12.637043770843194,0.0,0.0,0.0,1.0,1.0,0.0,8.0,2.0,0.0,6.661338147750939e-16,0.9808530904272234,1.0062062084635752,14.183877964835808,3.908050632347392,4.938689591621969,4.533478887464779,1.0148653938375654,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014655183347143145,0.058771926321481406,0.010999999344348907,1.9193670491319827,1.9001733683443756,0.01919368078760703,0.0,0.5,0.5,0.5,
56.0,2.8000000000000003,-12.949330373357576,0.0,0.0,0.0,1.0,1.0,0.0,8.0,3.0,0.0,6.661338147750939e-16,0.9801573234121871,1.0067320301338578,14.368925912322835,3.908050632347392,4.938689591621969,4.533478887464779,1.0148653938375654,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014655183347143145,0.058771926321481406,0.010999999344348907,1.9361559498333525,1.9167943799486689,0.01936156988468341,0.0,0.5,0.5,0.5,
57.0,2.85,-12.530312197143006,0.0,0.0,0.0,1.0,1.0,0.0,8.0,4.0,0.0,6.661338147750939e-16,0.9811589148941438,1.0063932099172777,14.232532009715213,3.908050632347392,4.938689591621969,4.533478887464779,1.0148653938375654,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014655183347143145,0.058771926321481406,0.010999999344348907,1.9719903371383523,1.9522704231883885,0.019719913949964044,0.0,0.5,0.5,0.5,
58.0,2.9000000000000004,-12.379384966982476,0.0,0.0,0.0,1.0,1.0,0.0,8.0,5.0,0.0,6.661338147750939e-16,0.9810610314007866,1.0065356719939833,14.234013926696962,3.908050632347392,4.938689591621969,4.533478887464779,1.0148653938375654,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014655183347143145,0.058771926321481406,0.010999999344348907,2.0241893785723946,2.003947473928073,0.020241904644321945,0.0,0.5,0.5,0.5,
59.0,2.95,-12.59067176901821,0.0,0.0,0.0,1.0,1.0,0.0,8.0,6.0,0.0,6.661338147750939e-16,0.9805054879524433,1.0070547532710479,14.292806426374563,3.908050632347392,4.938689591621969,4.533478887464779,1.0148653938375654,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014655183347143145,0.058771926321481406,0.010999999344348907,2.0322024206548397,2.011880385546708,0.020322035108131704,0.0,0.5,0.5,0.5,
60.0,3.0,-12.87084127135134,0.0,0.0,0.0,1.0,1.0,0.0,8.0,7.0,0.0,6.661338147750939e-16,0.9798947967691425,1.0079276868748552,14.594671740434453,3.908050632347392,4.938689591621969,4.533478887464779,1.0148653938375654,0.5,0.5,1.0999999344348907,0.7999999523162842,0.0014655183347143145,0.058771926321481406,0.010999999344348907,2.107149840947943,2.0860783312348308,0.021071509713112023,0.0,0.5,0.5,0.5,
