stage,episode,global_step,episode_return,manager_return,mean_step_reward,min_step_reward,max_step_reward,eval_return,best_eval_return,eval_solver_failures,eval_power_success_rate,eval_gas_success_rate,eval_mean_voltage_rms_deviation_pu,eval_mean_gas_pressure_rms_deviation_bar,fast_buffer_size,slow_buffer_size,manager_buffer_size,solver_failures,gas_solve_count,mean_action_projection,max_action_projection,mean_slow_action_projection,max_slow_action_projection,mean_fast_action_projection,max_fast_action_projection,mean_ess_action_guard,max_ess_action_guard,mean_goal_change,max_goal_change,mean_voltage_rms_deviation_pu,mean_gas_pressure_rms_deviation_bar,voltage_deviation_cost,gas_pressure_deviation_cost,voltage_violation_cost,gas_pressure_violation_cost,pipe_velocity_violation_cost,source_capacity_violation_cost,gas_purchase_cost,interaction_reward_estimated_clips,manager_reward_clips,fast_total_insertions,slow_total_insertions,manager_total_insertions,fast_update_count,slow_update_count,manager_update_count,fast_actor_update_count,slow_actor_update_count,manager_actor_update_count,fast_critic_update_count,slow_critic_update_count,manager_critic_update_count,nonfinite_batch_count,fast_normalizer_count,slow_normalizer_count,manager_normalizer_count,mean_target_q_clipping_ratio,mean_reward_clipping_ratio,mean_actor_action_saturation_ratio,fast_actor_action_abs_mean,slow_actor_action_abs_mean,fast_actor_reference_deviation_rms,slow_actor_reference_deviation_rms,fast_curtailment_action_mean
joint_finetune,0,480,-398793.0424626901,-7124.598528026952,-830.8188384639391,-21292.810991925093,-13.814099512788308,,-18792.72111665597,,,,,,480,24,12,0,77,0.042128815323167354,0.7148104883601661,0.0,0.0,0.04212881503238653,0.7148104906082153,0.0,0.0,0.24748920987952838,0.3514457046985626,0.03280228306689587,0.5693164794679029,18313.025757589632,3889.61804329355,367516.27439997345,0.0,0.0,0.0,0.0,0,0,480,24,12,0,0,0,0,0,0,0,0,0,0,14880.000100000001,504.0001,488.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,1,960,-491964.459368613,-7708.871516178213,-1024.9259570179431,-18432.63311489752,-14.051056014355392,,-18792.72111665597,,,,,,960,48,24,0,75,0.05610387343910051,0.6176600560196981,0.0,0.0,0.05610387313766599,0.6176600456237793,0.0,0.0,0.25209732353687286,0.3673165440559387,0.03461580255742301,0.5689680604789987,20684.345263455314,3884.928491366649,458137.14538728655,0.0,0.0,0.0,0.0,0,0,960,48,24,0,0,0,0,0,0,0,0,0,0,15360.000100000001,528.0001,488.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,2,1440,-373109.43378892227,-6839.6038859897035,-777.311320393588,-20704.454307060278,-17.097249749438983,,-18792.72111665597,,,,,,1440,72,36,0,76,0.047215128699648425,0.5580894739152815,0.0,0.0,0.0472151281661354,0.5580894947052002,0.0,0.0,0.22656571729616684,0.34867191314697266,0.03197611125707588,0.5692052560944469,17638.975551459396,3888.1212181773726,342343.59668778436,0.0,0.0,0.0,0.0,0,0,1440,72,36,0,0,0,0,0,0,0,0,0,0,15840.000100000001,552.0001,488.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,3,1920,-130468.06476188812,-4124.420104470841,-271.80846825393354,-12331.712709856667,-11.914728158913446,,-18792.72111665597,,,,,,1920,96,48,0,80,0.029078296450404946,0.5563385950822097,0.0,0.0,0.029078296055862058,0.5563386082649231,0.0,0.0,0.2558576383373954,0.379690945148468,0.022955474705465884,0.5699787158614019,9104.66474499194,3898.7215028383957,108889.37568318607,0.0,0.0,0.0,0.0,0,0,1920,96,48,0,0,0,0,0,0,0,0,0,0,16320.000100000001,576.0001,488.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,4,2400,-20021.492904031038,-2803.100402937973,-41.71144355006467,-874.7231875531926,-9.341626591412005,-24374.10546972037,-18792.72111665597,0.0,1.0,1.0,0.012918337304456904,0.4835181421721409,2400,120,60,0,83,0.12284175660546946,0.7789045139028107,2.483527030365926e-10,1.1920928955078125e-07,0.12284175670550515,0.7789044976234436,0.31356334189573926,1.1245853900909424,0.15988426858728583,0.26738473773002625,0.01473584986159658,0.546942860158178,3338.71141192158,3595.1805467601457,6128.460855268119,0.0,0.0,0.0,0.0,0,0,2400,120,60,0,0,0,0,0,0,0,0,0,0,16800.0001,600.0001,496.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,5,2880,-37528.315426514644,-4272.268596425192,-78.1839904719055,-1647.7382597842907,-8.844675985868257,,-18792.72111665597,,,,,,2880,144,72,0,75,0.031179506149848234,0.27850850916342157,1.2417636029218475e-10,5.960464477539063e-08,0.031179504892012724,0.2785084843635559,1.4960076808929443,1.7200778722763062,0.06312355178901767,0.34330761432647705,0.014592028533572169,0.4882351304713795,3991.8083481910417,2861.1318899693897,23818.1103385525,0.0,0.0,0.0,0.0,0,0,2880,144,72,0,0,0,0,0,0,0,0,0,0,17280.0001,624.0001,508.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,6,3360,-27513.97801486277,-3927.4551586808825,-57.320787530964076,-2321.8270518334502,-6.930027146682617,,-18792.72111665597,,,,,,3360,168,84,0,80,0.08368729905627843,0.6177436838071793,1.7561187735474586e-10,8.429369557916289e-08,0.08368729923386127,0.6177436709403992,1.588402899603049,1.7320507764816284,0.09003913431165116,0.5326265692710876,0.013411060702537175,0.4847380374324259,3379.6990367426565,2819.697661789172,14562.130261741358,0.0,0.0,0.0,0.0,0,0,3360,168,84,0,0,0,0,0,0,0,0,0,0,17760.0001,648.0001,520.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,7,3840,-28630.69376409883,-3942.4787645961183,-59.6472786752059,-3143.0683185995676,-7.268068576422071,,-18792.72111665597,,,,,,3840,192,96,0,81,0.0891313158317379,0.6222948508449788,1.7561186578992268e-10,8.429369557916289e-08,0.08913131489728889,0.6222948431968689,1.5898574938376744,1.7320507764816284,0.09148069847221697,0.5318408608436584,0.013301248308404979,0.4854839828332519,3351.18372953553,2828.421305453338,15838.368128039965,0.0,0.0,0.0,0.0,0,0,3840,192,96,0,0,0,0,0,0,0,0,0,0,18240.0001,672.0001,532.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,8,4320,-37194.939720043105,-4195.746579445978,-77.48945775008981,-3708.6433046728794,-7.401284010510572,,-18792.72111665597,,,,,,4320,216,108,0,85,0.1152312007154441,0.7710201642206221,1.7561187735474586e-10,8.429369557916289e-08,0.11523120049387217,0.7710201144218445,1.6022912214199703,1.7320507764816284,0.09405958700054642,0.5342053771018982,0.014983039474140404,0.4848792933741913,4225.240832905699,2821.3767681075433,23279.072731927514,0.0,0.0,0.0,0.0,0,0,4320,216,108,0,0,0,0,0,0,0,0,0,0,18720.0001,696.0001,544.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,9,4800,-30149.459524142152,-4025.659041663543,-62.811374008629514,-2989.6977971491683,-6.957678423398698,-33541.704969761726,-18792.72111665597,0.0,1.0,1.0,0.014846330705069771,0.4835202244228756,4800,240,120,0,80,0.11096320527469701,0.6875389550529903,1.7561186578992268e-10,8.429369557916289e-08,0.11096320392971393,0.6875389218330383,1.589313690861066,1.7320507764816284,0.09000806934595444,0.5311521291732788,0.014858801950736593,0.4848264372711059,4005.405707885213,2820.7492142684355,16617.660592162574,0.0,0.0,0.0,0.0,0,0,4800,240,120,0,0,0,0,0,0,0,0,0,0,19200.0001,720.0001,556.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
joint_finetune,10,5280,-40301.26746883675,-4104.660763998624,-83.96097389340997,-4658.115054110768,-6.858753278128859,,-18792.72111665597,,,,,,5280,264,132,0,80,0.11174345196229188,0.674037093654238,1.7561187735474586e-10,8.429369557916289e-08,0.11174345241549115,0.6740370988845825,1.5981560026605923,1.7320507764816284,0.06794183586845809,0.3993633985519409,0.014111648948325136,0.4846280602808083,3837.4183878235644,2818.4225306764583,26871.50892314701,0.0,0.0,0.0,0.0,0,0,5280,264,132,281,18,20,47,3,4,281,18,20,0,19680.0001,744.0001,568.0001,0.0,0.0,0.14616921164772728,0.612041896962105,0.9958605368932089,0.7565237600752648,0.6943247516949972,-0.3983389938131292
joint_finetune,11,5760,-14127.032405022053,-3457.172870982506,-29.43131751046263,-1087.4213229602299,-8.33129514745063,,-18792.72111665597,,,,,,5760,288,144,0,81,0.0635190817212557,0.5158204974068723,1.7561187735474586e-10,8.429369557916289e-08,0.06351908183811854,0.5158205032348633,1.5973357756932576,1.7320507764816284,0.06991608381345445,0.4069308340549469,0.01217118567120163,0.48484328694860357,2184.4466293361743,2820.9178255930733,1197.0656649151706,0.0,0.0,0.0,0.0,0,0,5760,288,144,762,66,68,127,11,12,762,66,68,0,20160.0001,768.0001,580.0001,0.0,0.0,0.14402099609375,0.559307312965393,0.9967294111847878,0.8497673846781254,0.6669091358780861,-0.18534180242568254
joint_finetune,12,6240,-14745.520006092012,-3659.213696409045,-30.719833346025016,-193.48119766879714,-8.599157615746693,,-18792.72111665597,,,,,,6240,312,156,0,78,0.04070420396457567,0.38559006401619683,1.7561187735474586e-10,8.429369557916289e-08,0.04070420376180361,0.3855900764465332,1.603108935058117,1.7320507764816284,0.07199008837712674,0.4140584468841553,0.011893364000401814,0.48496004907107243,2031.6536642025262,2822.280259112118,275.4243218604548,0.0,0.0,0.0,0.0,0,0,6240,312,156,1243,114,116,208,19,20,1243,114,116,0,20640.0001,792.0001,592.0001,0.0,0.0,0.12758208973572985,0.5298558782648157,0.997307762503624,0.8956773943371243,0.6580419093370438,-0.07105549089150665
joint_finetune,13,6720,-13431.734912509854,-3583.946556733859,-27.98278106772886,-118.68036293786713,-8.663109613611029,,-18792.72111665597,,,,,,6720,336,168,0,83,0.05929225049682461,0.49625249735513105,1.7561186578992268e-10,8.429369557916289e-08,0.059292249525121105,0.49625250697135925,1.599137159685294,1.7320507764816284,0.07178427476636981,0.4187895655632019,0.010147592979354381,0.48490480109262274,1436.9121919743388,2821.676265945372,5.4348962040544775,0.0,0.0,0.0,0.0,0,0,6720,336,168,1724,162,164,288,27,28,1724,162,164,0,21120.0001,816.0001,604.0001,0.0,0.0,0.1201220703125,0.5221098028123379,0.9977894723415375,0.8803411409258842,0.6566964834928513,-0.08694925191812217
joint_finetune,14,7200,-13642.338144937037,-3603.240653730646,-28.421537801952176,-121.34726314917759,-9.021327611576911,-13636.07275243462,-13636.07275243462,0.0,1.0,1.0,0.011449183003931504,0.48348378401164416,7200,360,180,0,82,0.054824481287994956,0.41804593110730026,1.7561187735474586e-10,8.429369557916289e-08,0.054824481275863944,0.41804593801498413,1.6021084859967232,1.7320507764816284,0.0707898479899582,0.4176371097564697,0.010991622428354084,0.48448486777766514,1744.9824531417628,2816.7327479068667,11.013679788206998,0.0,0.0,0.0,0.0,0,0,7200,360,180,2205,210,212,368,35,36,2205,210,212,0,21600.0001,840.0001,616.0001,0.0,0.0,0.1128564453125,0.513545885309577,0.998095840215683,0.8593630969524384,0.642098918557167,-0.11357795391231776
joint_finetune,15,7680,-13308.072221086928,-3537.1917817178837,-27.72515046059782,-116.95338252657805,-8.192615688071436,,-13636.07275243462,,,,,,7680,384,192,0,81,0.08114528958895209,0.622398087785979,1.7561187735474586e-10,8.429369557916289e-08,0.08114528922984997,0.6223980784416199,1.5977728714545567,1.7320507764816284,0.07190129914405671,0.42337316274642944,0.011341689558276517,0.4852463855619611,1893.7274452699664,2825.6291321822905,1.3205723726470144,0.0,0.0,0.0,0.0,0,0,7680,384,192,2686,258,260,448,43,44,2686,258,260,0,22080.0001,864.0001,628.0001,0.0,0.0,0.1085205078125,0.5100741188973188,0.9983298182487488,0.8436313472688198,0.6373017951846123,-0.13662446299567818
joint_finetune,16,8160,-13198.240208805624,-3479.530528383568,-27.49633376834506,-123.5475329592516,-7.856199142788393,,-13636.07275243462,,,,,,8160,408,204,0,83,0.07546277275874456,0.563170980208606,1.7561187735474586e-10,8.429369557916289e-08,0.07546277324824284,0.5631709694862366,1.5948801065484683,1.7320507764816284,0.07266452279079451,0.4258112907409668,0.011220509773094014,0.4841896951868471,1901.8709816324654,2813.2932113532815,2.3444793110603666,0.0,0.0,0.0,0.0,0,0,8160,408,204,3167,306,308,528,51,52,3167,306,308,0,22560.0001,888.0001,640.0001,0.0,0.0,0.10366601586341857,0.5111879546195268,0.9985195472836494,0.8213851295411587,0.6406408250331879,-0.1758749146014452
joint_finetune,17,8640,-12583.50056138625,-3394.012692708676,-26.215626169554714,-116.15028073503802,-7.7983279708217506,,-13636.07275243462,,,,,,8640,432,216,0,80,0.08828401072862675,0.5440628068804126,1.7561186578992268e-10,8.429369557916289e-08,0.08828401026936869,0.5440627932548523,1.601126862068971,1.7320507764816284,0.07315283779594624,0.4281059205532074,0.010393458916341976,0.4842739503207915,1587.2468166688454,2814.283069177164,3.678142632232319,0.0,0.0,0.0,0.0,0,0,8640,432,216,3648,354,356,608,59,60,3648,354,356,0,23040.0001,912.0001,652.0001,0.0,0.0,0.09952880859375,0.5168643862009048,0.9987402632832527,0.7999068692326545,0.6285500526428223,-0.21778487581759692
joint_finetune,18,9120,-12591.175760688116,-3355.7886390585263,-26.231616168100246,-113.31657203038704,-7.204387213815943,,-13636.07275243462,,,,,,9120,456,228,0,76,0.09641276425753004,0.5628180027494194,1.7561186995325903e-10,8.429369557916289e-08,0.09641276405503353,0.5628179907798767,1.6037960921724637,1.7320507764816284,0.07390329818140758,0.43164581060409546,0.01065111792313885,0.48414628600230736,1714.9040102474044,2812.7949723584366,10.205028991643944,0.0,0.0,0.0,0.0,0,0,9120,456,228,4129,402,404,689,67,68,4129,402,404,0,23520.0001,936.0001,664.0001,0.0,0.0,0.1015359104269802,0.5302797305731126,0.9989305511116982,0.7751455549840574,0.6274948492646217,-0.2737436736071551
joint_finetune,19,9600,-12256.838703534257,-3323.1896085893873,-25.53508063236305,-116.49758901118673,-7.195137383159599,-12129.436062487273,-13636.07275243462,0.0,1.0,1.0,0.011079164126095248,0.4834659595140301,9600,480,240,0,83,0.11420625803040305,0.6491082140687856,1.7561187735474586e-10,8.429369557916289e-08,0.11420625754011174,0.6491082906723022,1.604989265402158,1.7320507764816284,0.07329933652892412,0.42678600549697876,0.010741504728956821,0.48417918172941976,1661.0848736175305,2813.180326989586,0.1905853888592162,0.0,0.0,0.0,0.0,0,0,9600,480,240,4610,450,452,769,75,76,4610,450,452,0,24000.0001,960.0001,676.0001,0.0,0.0,0.1092041015625,0.5428763128817081,0.9990960508584976,0.7656116805970669,0.6233272776007652,-0.30387441758066414
joint_finetune,20,10080,-12029.421990850435,-3303.108257284622,-25.061295814271748,-114.98039699606755,-6.938448058598755,,-13636.07275243462,,,,,,10080,504,252,0,80,0.10974209858096323,0.637037439921696,1.7561187735474586e-10,8.429369557916289e-08,0.10974209848015258,0.637037456035614,1.607509749631087,1.7320507764816284,0.07407839412785093,0.43167197704315186,0.010689930074284282,0.4844324450968544,1676.4641804758714,2816.126529254016,0.0,0.0,0.0,0.0,0.0,0,0,10080,504,252,5091,498,500,849,83,84,5091,498,500,0,24480.0001,984.0001,688.0001,0.0,0.0,0.1179931640625,0.5471307925879956,0.999203622341156,0.7578165076673031,0.6215161234140396,-0.32212399169802663
joint_finetune,21,10560,-11882.602812486162,-3289.6084996069744,-24.755422526012847,-115.47282383099821,-6.966227754653797,,-13636.07275243462,,,,,,10560,528,264,0,89,0.10762407062112288,0.6667277969844752,1.7561187735474586e-10,8.429369557916289e-08,0.10762407042784616,0.6667278409004211,1.6039099395275116,1.7320507764816284,0.07358957372674592,0.4306320548057556,0.010705732700534484,0.4840420310786611,1697.009666183192,2811.5826477183723,0.29312940205363947,0.0,0.0,0.0,0.0,0,0,10560,528,264,5572,546,548,929,91,92,5572,546,548,0,24960.0001,1008.0001,700.0001,0.0,0.0,0.12541748046875,0.5521530240774155,0.9992989376187325,0.752244371920824,0.616608165204525,-0.3369858868420124
